name,platform,r-date,score,user score,developer,genre,players,critics,users,Goty,year
Skullgirls: 2nd Encore,PlayStationVita,"April 5, 2016",76,7.7,LabZeroGames,"Action,Fighting,2D",2,7,13,0,2016
Mechanic Master,DS,"October 21, 2008",76,tbd,MostWantedEntertainment,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",No info,9,0,0,2008
Yu-Gi-Oh! World Championship 2007,DS,"March 20, 2007",76,7.7,Konami,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",1-2,8,23,0,2007
Transformers: War for Cybertron,Xbox360,"June 22, 2010",76,8.5,HighMoonStudios,"Action,Action Adventure,Sci-Fi,Sci-Fi,General,Shooter,Third-Person,Arcade",No info,69,233,0,2010
LawBreakers,PC,"August 4, 2017",76,6.5,"BossKey,BossKeyProductions","Sci-Fi,Third-Person,Arcade,Action,Shooter,First-Person,Tactical",Online Multiplayer,34,160,0,2017
Operation Flashpoint: Dragon Rising,PlayStation3,"October 6, 2009",76,6.5,Codemasters,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",Up to 8,42,56,0,2009
LEGO Harry Potter: Years 5-7,PlayStation3,"November 11, 2011",76,8,Traveller'sTales,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,27,64,0,2011
One Piece: Pirate Warriors 4,XboxOne,"March 27, 2020",76,5.9,OmegaForce,"Action,Beat-'Em-Up,3D",No Online Multiplayer,12,16,0,2020
BlazBlue: Cross Tag Battle,PlayStation4,"June 5, 2018",76,6.6,ArcSystemWorks,"Action,Fighting,2D",Up to 8,27,73,0,2018
Renegade Ops,PC,"October 26, 2011",76,7.4,AvalancheStudios,"Action,General,General,Shooter,Shoot-'Em-Up,Top-Down",No info,7,89,0,2011
Green Day: Rock Band,Wii,"June 8, 2010",76,8.4,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",No info,12,14,0,2010
MotoGP 19,PlayStation4,"June 6, 2019",76,7.6,MilestoneS.r.l,"Racing,Simulation,Automobile",Up to 16,25,36,0,2019
Star Renegades,PC,"September 8, 2020",76,5.7,"MassiveDamage,Inc.","Strategy,Turn-Based,Tactics",No Online Multiplayer,33,19,0,2020
Pode,PlayStation4,"February 19, 2019",76,3.9,Henchman&Goon,"Adventure,3D,Third-Person",No Online Multiplayer,8,10,0,2019
Star Renegades,PC,"September 8, 2020",76,5.7,"MassiveDamage,Inc.","Strategy,Turn-Based,Tactics",No Online Multiplayer,33,19,0,2020
Pode,PlayStation4,"February 19, 2019",76,3.9,Henchman&Goon,"Adventure,3D,Third-Person",No Online Multiplayer,8,10,0,2019
Kerbal Space Program: Making History,PC,"March 13, 2018",76,6.4,Squad,"Simulation,Space,Combat",No info,7,5,0,2018
Dragon Quest Heroes II,PlayStation4,"April 25, 2017",76,7.6,OmegaForce,"Action,Beat-'Em-Up,3D",Up to 4,68,74,0,2017
LEGO Indiana Jones: The Original Adventures,PSP,"June 3, 2008",76,8.3,Traveller'sTales,"Action Adventure,Adventure,General,General",No Online Multiplayer,8,17,0,2008
Trainz Railroad Simulator 2004,PC,"November 2, 2003",76,7.3,Auran,"Simulation,Train",1 Player,11,9,0,2003
Trevor Chan's Restaurant Empire,PC,"March 26, 2003",76,7.6,EnlightSoftware,"Strategy,Tycoon,Management,Business / Tycoon",1 Player,13,12,0,2003
MLB Slugfest 20-04,GameCube,"March 16, 2003",76,tbd,Midway,"Sports,Traditional,Baseball,Arcade",1-2,14,0,0,2003
Tom Clancy's Rainbow Six: Rogue Spear,GameBoyAdvance,"March 18, 2002",76,7.2,UbisoftMilan,"Action,Shooter,Third-Person,Tactical,Modern",No info,7,5,0,2002
NBA Inside Drive 2002,Xbox,"January 21, 2002",76,7.8,HighVoltageSoftware,"Sports,Traditional,Basketball,Sim",1-4,26,5,0,2002
TransWorld Surf,Xbox,"November 14, 2001",76,tbd,RockstarSanDiego,"Sports,Alternative,Surfing",1-4,25,0,0,2001
Patrician II: Quest for Power,PC,"October 8, 2001",76,6.9,"AscaronEntertainmentGmbH,AscaronEntertainment","Strategy,Real-Time,Historic,General",No info,12,12,0,2001
MX 2002 Featuring Ricky Carmichael,PlayStation2,"July 3, 2001",76,8.5,PacificCoastPower&Light,"Driving,Racing,Motorcycle,Motocross",1-2,17,10,0,2001
Tony Hawk's American Wasteland,GameCube,"October 18, 2005",76,7.9,NeversoftEntertainment,"Sports,Alternative,Skateboarding",1-2,26,17,0,2005
Puyo Pop Fever,DS,"May 3, 2005",76,6.8,SonicTeam,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",No Online Multiplayer,22,14,0,2005
Tacoma,PC,"August 1, 2017",76,6.4,"TheFullbrightCompany,Fullbright","Adventure,General",No Online Multiplayer,56,128,0,2017
Rayman Raving Rabbids,Wii,"November 14, 2006",76,7.8,UbisoftMontpellier,"Action,Miscellaneous,Party,Platformer,Party / Minigame,3D",No Online Multiplayer,54,127,0,2006
Gatling Gears,PlayStation3,"June 28, 2011",76,7.4,VanguardGames,"Action,Strategy,Shooter,General,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",No info,11,11,0,2011
Guwange,Xbox360,"November 10, 2010",76,8,Cave,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",No info,10,10,0,2010
Singularity,PC,"June 29, 2010",76,7.7,RavenSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1 Player,36,399,0,2010
MotoGP 20,PlayStation4,"April 23, 2020",76,7.3,"MilestoneS.r.l,DornaSportsS.L.","Racing,Simulation,Arcade,Automobile",Up to 16,30,23,0,2020
Battlestations: Midway,PC,"January 30, 2007",76,7.4,EidosInteractive,"Strategy,Real-Time,Historic,General,Historic",No Online Multiplayer,20,46,0,2007
Trials of Mana,PlayStation4,"April 24, 2020",76,7.4,"SquareEnix,Xeen","Role-Playing,Action RPG",No Online Multiplayer,54,111,0,2020
Pacer,PlayStation4,"October 22, 2020",76,6.1,R8Games,"Driving,Racing,Arcade,Futuristic",Up to 10,8,7,0,2020
The Council - Episode 2: Hide and Seek,XboxOne,"May 15, 2018",76,tbd,BigBadWolf,"Adventure,General",No Online Multiplayer,8,4,0,2018
Nihilumbra,WiiU,"May 14, 2015",76,6.3,"BEAUTIFUNGAMESSL,BeautiFunGames","Action,Adventure,General,Platformer,2D",No info,7,16,0,2015
Mortal Kombat X,PC,"April 13, 2015",76,5.7,HighVoltageSoftware,"Action,Fighting,2D,3D",No info,10,618,0,2015
Strider,Xbox360,"February 19, 2014",76,7.5,DoubleHelixGames,"Action Adventure,Fantasy,General,Fantasy",No info,10,48,0,2014
SteamWorld Dig,PC,"December 5, 2013",76,7.3,Image&Form,"Action,Action Adventure,Platformer,General,Platformer,2D,2D",No Online Multiplayer,12,124,0,2013
FlatOut 2,PC,"August 1, 2006",76,8.7,Bugbear,"Driving,Racing,Demolition Derby,Arcade,Demolition Derby,Automobile",No Online Multiplayer,24,362,0,2006
Persona 4: Dancing All Night,PlayStationVita,"September 29, 2015",76,5.4,"Atlus,DingoInc.","Miscellaneous,Action,Rhythm,Music",No Online Multiplayer,51,314,0,2015
Q.U.B.E. Director's Cut,PlayStation4,"July 21, 2015",76,6.8,ToxicGames,"Puzzle,Logic",No info,16,35,0,2015
NCAA Football 13,Xbox360,"July 10, 2012",76,5.6,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",No info,20,67,0,2012
Spec Ops: The Line,Xbox360,"June 26, 2012",76,8.3,Yager,"Action,Shooter,Shooter,Third-Person,Tactical,Modern,Modern",No info,59,361,0,2012
The Long Dark,Switch,"September 17, 2020",76,tbd,Hinterland,"Action Adventure,Survival",No Online Multiplayer,9,0,0,2020
The LEGO NINJAGO Movie Video Game,XboxOne,"September 22, 2017",76,6.9,TTGames,"Action Adventure,General,Linear",No Online Multiplayer,8,13,0,2017
The Bridge,Xbox360,"November 13, 2013",76,7.4,TheQuantumAstrophysicistsGuild,"Miscellaneous,Puzzle,General,Puzzle,Logic,General",No info,8,16,0,2013
Madden NFL 08,Wii,"August 14, 2007",76,7.1,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",2  Online,29,30,0,2007
Tom Clancy's Ghost Recon Advanced Warfighter 2,PC,"July 17, 2007",76,7.1,"GRIN,UbisoftParis","Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",32  Online,24,79,0,2007
Torment: Tides of Numenera,PlayStation4,"February 28, 2017",76,7,InXileEntertainment,"General,Role-Playing,Western-Style",No info,20,79,0,2017
Forza Horizon: Rally Expansion Pack,Xbox360,"December 18, 2012",76,6.1,"PLAYGROUND,PlaygroundGames","Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info,10,23,0,2012
Call of Duty 2: Big Red One,GameCube,"November 1, 2005",76,7.9,Treyarch,"Action,Shooter,First-Person,Historic",1 Player,28,17,0,2005
Karaoke Revolution Volume 2,PlayStation2,"July 13, 2004",76,7,HarmonixMusicSystems,"Miscellaneous,Rhythm,Music",1 Player,26,4,0,2004
Cosmic Star Heroine,PlayStation4,"April 11, 2017",76,7.5,ZeboydGames,"Console-style RPG,Console-style RPG,Role-Playing,Japanese-Style",No Online Multiplayer,8,47,0,2017
Polaris Sector,PC,"March 22, 2016",76,7.1,SoftWarWare,"Strategy,Turn-Based,4X",No Online Multiplayer,8,23,0,2016
The Aquatic Adventure of the Last Human,PC,"January 19, 2016",76,6.5,"YCJY,YCJYGames","Action Adventure,General,Open-World",No Online Multiplayer,11,16,0,2016
Dishonored: Definitive Edition,XboxOne,"August 25, 2015",76,7.6,ArkaneStudios,"Action Adventure,General",No Online Multiplayer,12,84,0,2015
Apotheon,PlayStation4,"February 3, 2015",76,7.3,Alientrap,"Action,Beat-'Em-Up,2D",No info,26,247,0,2015
Heroes of Newerth,PC,"May 12, 2010",76,7.3,S2Games,"Strategy,Real-Time,Fantasy,MOBA,MOBA",No info,12,234,0,2010
R.U.S.E.,PlayStation3,"September 7, 2010",76,7.8,EugenSystems,"Strategy,Real-Time,Historic,General,Historic",1-8,37,48,0,2010
PGA Tour 2K21,PlayStation4,"August 21, 2020",76,7.3,HBStudiosMultimedia,"Sports,Individual,Golf,Sim",Up to 4,41,36,0,2020
Toki Tori 2,WiiU,"April 4, 2013",76,7.5,TwoTribes,"Miscellaneous,Puzzle,Action,General,Puzzle,General",No info,27,51,0,2013
Frozen Synapse 2,PC,"September 13, 2018",76,7.4,Mode7Games,"Strategy,Real-Time,Tactics",Online Multiplayer,20,14,0,2018
Quantum Conundrum,Xbox360,"July 11, 2012",76,6.4,AirtightGames,"Miscellaneous,Puzzle,General,Puzzle,General",No info,16,30,0,2012
Wizard of Legend,Switch,"May 15, 2018",76,7.7,Contingent99,"Role-Playing,Action RPG",2,16,71,0,2018
Dokuro,PlayStationVita,"October 16, 2012",76,7.9,GameArts,"Action,Platformer,2D",No info,26,19,0,2012
Heroes of the Pacific,Xbox,"September 28, 2005",76,8.6,IRGurusInteractiveLtd.,"Simulation,Flight,WWII",8  Online,33,7,0,2005
Secret World Legends,PC,"June 26, 2017",76,5.1,Funcom,"Role-Playing,Action Adventure,General,Massively Multiplayer",No info,9,42,0,2017
NCAA March Madness 06,Xbox,"October 11, 2005",76,7.2,EACanada,"Sports,Traditional,Basketball,Sim",2  Online,21,5,0,2005
Total War: WARHAMMER - Realm of the Wood Elves,PC,"December 8, 2016",76,6.4,CreativeAssembly,"Strategy,Turn-Based,General",No info,9,14,0,2016
Chariot,PlayStation4,"September 30, 2014",76,7.3,FrimaStudio,"Action,Platformer,2D",No info,10,27,0,2014
R-Type Dimensions,Xbox360,"February 4, 2009",76,6.9,SouthendInteractive,"Action,Miscellaneous,Shooter,Shooter,Compilation,Shoot-'Em-Up,Scrolling,Scrolling,Vertical,Horizontal",2  Online,32,15,0,2009
Pool Paradise,GameCube,"June 30, 2004",76,tbd,AwesomeDevelopments,"Miscellaneous,Parlor,Billiards",1-2,19,0,0,2004
CT Special Forces 2: Back in the Trenches,GameBoyAdvance,"June 29, 2004",76,8.5,LSP,"Action,Shooter,Scrolling",1-2,11,4,0,2004
Vegas Tycoon,PC,"January 15, 2004",76,7.4,DeepRed,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",1 Player,13,7,0,2004
WWE WrestleMania XIX,GameCube,"September 8, 2003",76,8.7,Yuke's,"Action,Fighting,Wrestling",1-4,26,49,0,2003
Disney's Extreme Skate Adventure,GameCube,"September 4, 2003",76,7.6,ToysforBob,"Sports,Alternative,Skateboarding",1-2,18,5,0,2003
MLB Slugfest 20-04,Xbox,"March 16, 2003",76,tbd,Midway,"Sports,Traditional,Baseball,Arcade",1-2,16,0,0,2003
Spider-Man: The Movie,GameCube,"April 15, 2002",76,7.3,Treyarch,"Action,Platformer,3D",1 Player,14,14,0,2002
Blood Omen 2,Xbox,"March 21, 2002",76,7.8,CrystalDynamics,"Action Adventure,Horror",1 Player,22,15,0,2002
Knockout Kings 2002,PlayStation2,"March 4, 2002",76,8.5,ElectronicArts,"Sports,Traditional,Boxing",1-2,23,11,0,2002
Mega Man X5,PlayStation,"February 1, 2001",76,9,Capcom,"Action,Platformer,2D",1 Player,10,135,0,2001
Tomb Raider III,PlayStation,"November 21, 1998",76,8,CoreDesignLtd.,"Action Adventure,Modern",1 Player,14,89,0,1998
Endless Ocean: Blue World,Wii,"February 22, 2010",76,8.7,Arika,"Adventure,General,General,3D,Third-Person",No info,42,30,0,2010
Saints Row: The Third Remastered,XboxOne,"May 22, 2020",76,6.9,Sperasoft,"Action Adventure,Open-World",2,15,35,0,2020
Half-Minute Hero: Super Mega Neo Climax,Xbox360,"June 29, 2011",76,8,Opus,"Role-Playing,Action RPG,Action RPG",No info,20,12,0,2011
Guilty Gear XX Accent Core Plus,Wii,"May 12, 2009",76,7.6,ArcSystemWorks,"Action,Fighting,Fighting,2D,2D",No Online Multiplayer,10,11,0,2009
Mario vs. Donkey Kong 2: March of the Minis,DS,"September 25, 2006",76,7.9,"Nintendo,NintendoSoftwareTechnology","Action,Platformer,Platformer,2D,2D",1 Player,32,25,0,2006
Q.U.B.E. 2,PlayStation4,"March 13, 2018",76,7.1,ToxicGames,"Sci-Fi,Action,Shooter,First-Person,Arcade",No Online Multiplayer,20,17,0,2018
Star Wars: Battlefront (2004),PC,"September 20, 2004",76,8.4,PandemicStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1-32,34,160,0,2004
Unravel Two,PC,"June 9, 2018",76,6.5,ColdwoodInteractive,"Action,Platformer,2D",No Online Multiplayer,13,69,0,2018
2064: Read Only Memories,PlayStation4,"January 17, 2017",76,3.4,MidBoss,"General,Adventure,Point-and-Click",No Online Multiplayer,14,547,0,2017
Shadows of the Damned,Xbox360,"June 21, 2011",76,8.3,GrasshopperManufacture,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,76,160,0,2011
Droplitz,PlayStation3,"June 25, 2009",76,tbd,BlitzArcade,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",No info,13,0,0,2009
Resonance,PC,"June 19, 2012",76,7.6,xiigames,"Adventure,General,Point-and-Click",No info,35,111,0,2012
SingStar Legends,PlayStation2,"November 4, 2008",76,6.8,SCEELondonStudio,"Miscellaneous,Rhythm,Music",No info,25,5,0,2008
Dance Dance Revolution Extreme 2,PlayStation2,"September 27, 2005",76,8.8,KonamiComputerEntertainmentHawaii,"Miscellaneous,Rhythm,Dancing",2  Online,27,24,0,2005
The Sims 2: Pets,PC,"October 17, 2006",76,7.7,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",1 Player,23,46,0,2006
Deliver Us The Moon,XboxOne,"April 23, 2020",76,7.1,KeokeNInteractive,"Adventure,General",No Online Multiplayer,8,45,0,2020
Hob: The Definitive Edition,Switch,"April 3, 2019",76,7.5,"PanicButton,RunicGames","Action,Action Adventure,General",No Online Multiplayer,18,30,0,2019
She Remembered Caterpillars,Switch,"March 28, 2019",76,8,YsbrydGames,"Puzzle,Action",No Online Multiplayer,7,11,0,2019
NBA 2K19,PC,"September 6, 2018",76,4.2,VisualConcepts,"Arcade,Sports,Team,Basketball,Sim",Up to 10,7,123,0,2018
Last Day of June,Switch,"March 16, 2018",76,7.6,Ovosonico,"Adventure,General,3D,Third-Person",No Online Multiplayer,7,16,0,2018
de Blob 2,XboxOne,"February 27, 2018",76,7.3,BlueTongueEntertainment,"Action,Platformer,3D",No Online Multiplayer,7,6,0,2018
The Elder Scrolls Online: Morrowind,XboxOne,"June 6, 2017",76,6.1,BethesdaSoftworks,"Role-Playing,Massively Multiplayer",Massively Multiplayer,7,30,0,2017
Old Man's Journey,PC,"May 17, 2017",76,6.5,BrokenRules,"Adventure,General",No Online Multiplayer,9,42,0,2017
GoD Factory: Wingmen,PC,"August 29, 2014",76,6.6,NineDotsStudio,"Simulation,Sci-Fi,Space,Small Spaceship,Combat",No info,11,18,0,2014
Escape Goat 2,PC,"March 24, 2014",76,7.5,MagicalTimeBean,"Action,Miscellaneous,Puzzle,Platformer,2D",No Online Multiplayer,11,22,0,2014
Saints Row IV,PlayStation3,"August 20, 2013",76,6.4,VolitionInc.,"Action Adventure,Modern,Modern,Open-World",2,26,296,0,2013
Shift Extended,PSP,"January 18, 2011",76,7.5,Zallag,"Action,General,General",No info,7,11,0,2011
Plain Sight,PC,"April 5, 2010",76,7.4,BeatnikGames,"Action,General,Beat-'Em-Up,3D",No info,32,32,0,2010
Silent Hill 4: The Room,Xbox,"September 7, 2004",76,8.1,KCET,"Action Adventure,Horror",1 Player,43,42,0,2004
Street Fighter II' Hyper Fighting,Xbox360,"August 2, 2006",76,6.8,SensorySweep,"Action,Fighting,Fighting,2D,2D",4  Online,33,23,0,2006
Band Hero,Xbox360,"November 3, 2009",76,5,NeversoftEntertainment,"Action,Miscellaneous,Rhythm,Music,Music",No info,52,31,0,2009
Spider-Man: The Movie,PlayStation2,"April 15, 2002",76,7.8,Treyarch,"Action Adventure,Sci-Fi",1 Player,25,65,0,2002
Geometry Wars: Retro Evolved,PC,"March 7, 2007",76,8.6,BizarreCreations,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",1 Player,7,83,0,2007
Pokemon Art Academy,3DS,"October 24, 2014",76,7.7,HeadstrongGames,"Miscellaneous,General,Edutainment",No info,22,23,0,2014
Green Day: Rock Band,PlayStation3,"June 8, 2010",76,6.2,"HarmonixMusicSystems,DemiurgeStudios","Action,Miscellaneous,Rhythm,Music,Music",No info,41,25,0,2010
Call of Cthulhu: Dark Corners of the Earth,PC,"April 26, 2006",76,7.7,HeadfirstProductions,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,17,217,0,2006
LEGO Star Wars III: The Clone Wars,PC,"March 22, 2011",76,7.5,Traveller'sTales,"Action Adventure,Sci-Fi,Sci-Fi,General",No info,14,76,0,2011
Tony Hawk's Downhill Jam,DS,"October 24, 2006",76,7.3,VicariousVisions,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",4  Online,34,9,0,2006
Crysis 3,PC,"February 19, 2013",76,6.7,Crytek,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,47,1435,0,2013
The Disney Afternoon Collection,XboxOne,"April 18, 2017",76,5.8,"Capcom,DigitalEclipse","Miscellaneous,Compilation",No info,16,6,0,2017
Tethered,PlayStation4,"October 25, 2016",76,7.4,"SecretSorcery,SECRETSORCERYLIMITED,SecretSorceryTowers","Action,General",No info,14,41,0,2016
Pacific Fighters,PC,"October 26, 2004",76,7.5,"1C,1CEntertainment","Simulation,Flight,WWII,WWII,Combat",1-32,20,27,0,2004
ITTA,Switch,"April 22, 2020",76,7.7,GlassRevolver,"Action Adventure,General",No Online Multiplayer,13,7,0,2020
Tropico 6,PlayStation4,"September 27, 2019",76,7,LimbicEntertainment,"Strategy,Management,Government",Up to 4,9,31,0,2019
Hob,PC,"September 26, 2017",76,7.5,RunicGames,"Action,Action Adventure,General",No Online Multiplayer,29,113,0,2017
Master X Master,PC,"June 21, 2017",76,7.6,NCSOFT,"Strategy,Real-Time,MOBA",No info,12,22,0,2017
Chime Sharp,PlayStation4,"February 21, 2017",76,2.9,ChilledMouse,"Puzzle,General",No Online Multiplayer,9,16,0,2017
Suikoden Tierkreis,DS,"March 17, 2009",76,7.8,Konami,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",1-2,24,57,0,2009
Disney's Extreme Skate Adventure,Xbox,"September 3, 2003",76,7.3,ToysforBob,"Sports,Alternative,Skateboarding",1-2,15,8,0,2003
Devil May Cry 4: Special Edition,XboxOne,"June 23, 2015",76,8.9,Capcom,"Fantasy,Action Adventure,General,Linear",No info,31,168,0,2015
Total War: Rome II,PC,"September 2, 2013",76,4.3,CreativeAssembly,"Strategy,Real-Time,Historic,General,Historic",No info,71,3905,0,2013
Solatorobo: Red the Hunter,DS,"September 27, 2011",76,8.3,CyberConnect2,"Role-Playing,Action RPG,Action RPG",No info,40,29,0,2011
Wolfenstein: The Old Blood,PC,"May 5, 2015",76,7.7,MachineGames,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,30,523,0,2015
Bone: The Great Cow Race,PC,"April 12, 2006",76,6.9,TelltaleGames,"Adventure,3D,Fantasy,Third-Person",1 Player,24,13,0,2006
Strider,XboxOne,"February 19, 2014",76,7,DoubleHelixGames,"Fantasy,Action Adventure,General,Fantasy",No info,26,96,0,2014
WRC 8 FIA World Rally Championship,XboxOne,"September 8, 2019",76,6.4,Kylotonn,"Racing,Arcade,Automobile",Up to 8,19,27,0,2019
Dead or Alive 5,Xbox360,"September 25, 2012",76,8,TeamNinja,"Action,Fighting,Fighting,3D,3D",Up to 16,39,98,0,2012
Knights in the Nightmare,DS,"June 3, 2009",76,8.5,Sting,"Strategy,Real-Time,Fantasy,General,Fantasy",No Online Multiplayer,25,26,0,2009
Aion,PC,"September 22, 2009",76,6.6,NCSOFT,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,42,452,0,2009
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,PC,"August 14, 2018",76,7.8,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,28,95,0,2018
10 Second Ninja X,PlayStation4,"July 19, 2016",76,5.4,GameDesignDan,"Action,Platformer,2D",No info,16,22,0,2016
Major League Baseball 2K10,Xbox360,"March 2, 2010",76,7.7,VisualConcepts,"Sports,Traditional,Team,Baseball,Sim,Sim",No info,26,37,0,2010
Pirates of the Burning Sea,PC,"January 21, 2008",76,7.6,FlyingLabSoftware,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Historic",Massively Multiplayer,30,64,0,2008
Tales of Phantasia,GameBoyAdvance,"March 6, 2006",76,8,Namco,"Role-Playing,Console-style RPG",1 Player,29,38,0,2006
The Bigs 2,Xbox360,"July 7, 2009",76,6.4,BlueCastleGames,"Sports,Traditional,Team,Baseball,Arcade,Arcade",2,31,38,0,2009
Minoria,PlayStation4,"September 10, 2020",76,6,Bombservice,"Adventure,General",No Online Multiplayer,7,4,0,2020
Carrion,Switch,"July 23, 2020",76,7.8,PhobiaGameStudio,"Action,Platformer,2D",No Online Multiplayer,27,22,0,2020
Truberbrook,XboxOne,"April 17, 2019",76,tbd,btf,"Adventure,General",No Online Multiplayer,7,0,0,2019
Grand Kingdom,PlayStationVita,"June 21, 2016",76,8.3,SpikeChunsoft,"Strategy,Turn-Based,Tactics",No Online Multiplayer,11,44,0,2016
Luckslinger,PC,"July 16, 2015",76,7,Duckbridge,"Action,Platformer,3D",No Online Multiplayer,7,5,0,2015
LEGO Harry Potter: Years 5-7,Wii,"November 11, 2011",76,7.5,Traveller'sTales,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer,8,20,0,2011
Heroes of the Pacific,PC,"October 25, 2005",76,7,IRGurus,"Simulation,Flight,WWII,WWII,Combat",8  Online,18,22,0,2005
Dead or Alive 6,XboxOne,"March 1, 2019",76,5.4,"TeamNinja,KoeiTecmoGames","Action,Fighting,3D",Up to 16,13,77,0,2019
Gradius Collection,PSP,"June 6, 2006",76,8.8,M2,"Miscellaneous,Compilation,Compilation",1 Player,44,6,0,2006
Creature in the Well,Switch,"September 6, 2019",76,7.5,FlightSchoolStudio,"Action Adventure,General",No Online Multiplayer,21,24,0,2019
SoulCalibur II HD Online,Xbox360,"November 20, 2013",76,7.8,ProjectSoul,"Fighting,3D,Action,Fighting,3D",No info,16,23,0,2013
Brothers in Arms: Hell's Highway,PlayStation3,"September 23, 2008",76,8,GearboxSoftware,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",Up to 20,48,73,0,2008
Peggle Nights,PC,"September 16, 2008",76,7.7,PopCap,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action",No info,15,33,0,2008
Call of Juarez: Gunslinger,Xbox360,"May 22, 2013",76,8.2,Techland,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",No info,36,196,0,2013
Obduction,PC,"August 24, 2016",76,7.6,CyanWorlds,"Adventure,3D,First-Person",No Online Multiplayer,31,146,0,2016
Ratchet & Clank: Into the Nexus,PlayStation3,"November 12, 2013",76,8.3,InsomniacGames,"Action,Platformer,Platformer,3D,3D",1 Player,60,285,0,2013
.hack//Mutation Part 2,PlayStation2,"May 6, 2003",76,8.5,CyberConnect2,"Role-Playing,Action RPG",1 Player,24,81,0,2003
Brigandine: The Legend of Runersia,Switch,"June 25, 2020",76,8.3,"MatrixSoftware,HappinetCorporation","Role-Playing,General,Strategy,Turn-Based,Tactics",No Online Multiplayer,30,54,0,2020
Second Sight,PlayStation2,"September 21, 2004",76,8,FreeRadicalDesign,"Action Adventure,Sci-Fi",1 Player,48,30,0,2004
For Honor,PC,"February 13, 2017",76,5.2,UbisoftMontreal,"Action Adventure,General",Online Multiplayer,31,893,0,2017
Beautiful Desolation,PC,"February 26, 2020",76,7.7,THEBROTHERHOOD,"Adventure,General",No Online Multiplayer,14,30,0,2020
ToeJam & Earl: Back in the Groove,PC,"March 1, 2019",76,6.5,HumanatureStudios,"Action,General,Platformer,2D",Up to 4,7,31,0,2019
Race the Sun,PlayStation4,"October 21, 2014",76,6.1,Flippfly,"Action,Racing,General,Arcade,Futuristic",No info,9,88,0,2014
Operation Flashpoint: Dragon Rising,PC,"October 6, 2009",76,4.9,Codemasters,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",No Online Multiplayer,29,554,0,2009
Ghostrunner,XboxOne,"October 27, 2020",76,8.6,ONEMORELEVEL,"Adventure,General",No Online Multiplayer,7,21,0,2020
RIDE 4,PC,"October 8, 2020",76,7.6,MilestoneS.r.l,"Racing,Simulation,Automobile",Online Multiplayer,8,5,0,2020
Transport Fever 2,PC,"December 11, 2019",76,7.3,UrbanGames,"Strategy,Management,Business / Tycoon",No Online Multiplayer,15,41,0,2019
Blazing Chrome,PlayStation4,"July 11, 2019",76,7.6,JoyMasher,"Action,Platformer,2D",2,17,25,0,2019
MySims Kingdom,Wii,"October 28, 2008",76,8.2,EARedwoodShores,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",No Online Multiplayer,19,33,0,2008
Lock On: Modern Air Combat,PC,"July 26, 2005",76,7.5,EagleDynamics,"Simulation,Flight,Modern Jet,Modern Jet,Combat",1-32,20,552,0,2005
Mat Hoffman's Pro BMX 2,PlayStation2,"August 12, 2002",76,7.9,RainbowStudios,"Sports,Alternative,Biking",1-8,22,9,0,2002
TransWorld Surf,PlayStation2,"April 30, 2002",76,6.9,RockstarSanDiego,"Sports,Alternative,Surfing",No info,15,8,0,2002
